"date","Duration","adjusted","log_return","Bond_Index"
2024-06-07,"2-Year",101.66015625,-0.00234115744705882,"ZT=F"
2024-06-10,"2-Year",101.65234375,-7.68521365271844e-05,"ZT=F"
2024-06-11,"2-Year",101.7421875,0.000883443181006203,"ZT=F"
2024-06-12,"2-Year",101.8984375,0.00153456640257981,"ZT=F"
2024-06-13,"2-Year",102.015625,0.00114938137629576,"ZT=F"
2024-06-14,"2-Year",101.9609375,-0.000536213579051126,"ZT=F"
2024-06-17,"2-Year",101.94921875,-0.000114940326940213,"ZT=F"
2024-06-18,"2-Year",102.07421875,0.00122534956936439,"ZT=F"
2024-06-20,"2-Year",101.953125,-0.00118703465911232,"ZT=F"
2024-06-21,"2-Year",101.9453125,-7.66312885926448e-05,"ZT=F"
2024-06-24,"2-Year",102.00390625,0.000574591576973975,"ZT=F"
2024-06-25,"2-Year",102.00390625,0,"ZT=F"
2024-06-26,"2-Year",101.8828125,-0.00118785338231909,"ZT=F"
2024-06-27,"2-Year",102.03125,0.00145588317352036,"ZT=F"
2024-06-28,"2-Year",102.0078125,-0.000229735422383436,"ZT=F"
2024-07-01,"2-Year",102,-7.65902041503342e-05,"ZT=F"
2024-07-02,"2-Year",102.05859375,0.00057428359701564,"ZT=F"
2024-07-03,"2-Year",102.15234375,0.000918168318836453,"ZT=F"
2024-07-05,"2-Year",102.33203125,0.00175746969664613,"ZT=F"
2024-07-08,"2-Year",102.30078125,-0.000305425115954209,"ZT=F"
2024-07-09,"2-Year",102.2734375,-0.000267323520333238,"ZT=F"
2024-07-10,"2-Year",102.26171875,-0.000114589102701775,"ZT=F"
2024-07-11,"2-Year",102.50390625,0.00236551045062206,"ZT=F"
